months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,policy_csl,insured_sex,insured_education_level,incident_severity,property_damage,police_report_available,fraud_reported,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,authorities_contacted_Fire,authorities_contacted_Other,authorities_contacted_Police
0.49060542797494777,0.5111111111111111,0.0,0.5078426028025225,0.0,0.382089552238806,1.0,0.9565217391304348,0.0,1.0,0.6666666666666666,0.7569238808569936,0.36876456876456876,0.7700170357751277,0.7951943640709523,1.0,0,4,4,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.9331941544885176,0.9333333333333333,1.0,0.43600783021322465,0.0,0.0,0.5409540954095409,0.9130434782608695,0.6666666666666667,0.5,0.6666666666666666,1.0,0.8242424242424242,0.8605500121684108,1.0,1.0,0,2,3,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.12526096033402923,0.08888888888888896,0.0,0.48445107975171275,0.0,0.0,1.0,0.3913043478260869,0.0,0.5,0.0,0.49137780874412124,0.21958041958041957,0.4585057191530786,0.5323940118253868,5.0,1,6,4,1,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
0.25260960334029225,0.3333333333333333,0.3333333333333333,0.31177133795051604,0.0,0.5253731343283582,0.7047704770477048,0.21739130434782608,0.0,0.5,0.3333333333333333,0.06253265981536318,0.052214452214452214,0.054514480408858604,0.06252358787268839,1.0,0,6,2,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
0.3757828810020876,0.4222222222222222,1.0,0.5375837845204615,0.0,0.4109452736318408,0.5004500450045004,0.5217391304347826,0.0,0.0,0.6666666666666666,0.40149799686465776,0.1958041958041958,0.4088586030664395,0.4218140646622217,2.5,0,3,4,0,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
0.987473903966597,0.8666666666666667,1.0,0.43243963178174527,0.0,0.554228855721393,1.0,0.5217391304347826,1.0,0.0,0.0,0.548859083783313,0.49044289044289047,0.5120467266974933,0.5284941502075733,1.0,0,6,3,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
0.14613778705636743,0.1555555555555556,0.3333333333333333,0.47458897575359615,0.0,0.6328358208955224,1.0,0.0,0.6666666666666667,0.5,0.6666666666666666,0.4529698658770249,0.2699300699300699,0.28182039425651007,0.5089948421185054,5.0,1,3,3,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0.29227557411273486,0.26666666666666666,0.0,0.17054873440461882,0.0,0.5323383084577115,1.0,0.3913043478260869,0.0,0.0,0.6666666666666666,0.6774081170527783,0.6601398601398601,0.3446093940131419,0.7116618442571393,5.0,1,2,4,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
0.33402922755741127,0.4000000000000001,0.0,0.5828614969088003,0.0,0.4527363184079602,0.6597659765976598,0.8260869565217391,0.0,0.5,0.0,0.6342971607733845,0.3090909090909091,0.6454125091263081,0.6663731286954334,5.0,0,6,4,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
0.40918580375782876,0.4444444444444445,1.0,0.6457447994746819,0.0,0.5671641791044776,0.7542754275427542,0.34782608695652173,0.6666666666666667,1.0,0.0,0.5251698310398886,0.2815850815850816,0.2939888050620589,0.6069945905145301,5.0,0,2,3,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0.9603340292275573,0.9555555555555555,0.3333333333333333,0.46747735804641144,0.0,0.0,1.0,0.8695652173913043,0.6666666666666667,0.5,0.0,0.4098589095976311,0.0,0.2550498904843027,0.5264813184048308,2.5,1,1,2,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0.45302713987473897,0.4888888888888889,1.0,0.27369816510351497,0.0,0.4646766169154229,1.0,0.6521739130434783,0.6666666666666667,0.5,0.6666666666666666,0.3286883818150148,0.0,0.2302263324409832,0.41564976726632286,5.0,0,5,4,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0.7724425887265135,0.8,1.0,0.3338062022226903,0.0,0.7233830845771144,0.38613861386138615,0.8695652173913043,0.6666666666666667,0.0,0.0,0.6220170701968298,0.8335664335664336,0.29009491360428324,0.5989432633035602,1.0,1,2,3,0,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.8622129436325677,0.8,1.0,0.5175498370770508,0.0,0.0,0.7209720972097209,0.6521739130434783,0.0,1.0,0.6666666666666666,0.8540323985368403,0.38135198135198134,0.7963008031151131,0.9252736193231853,1.0,1,6,4,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.4947807933194154,0.46666666666666673,0.3333333333333333,0.2787531128814441,0.0,0.0,0.5184518451845184,0.2608695652173913,0.0,0.5,1.0,0.6774081170527783,0.3300699300699301,0.6892187880262838,0.7116618442571393,1.0,1,3,2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
0.016701461377870562,0.35555555555555557,1.0,0.5163914115446088,0.0,0.0,1.0,0.6956521739130435,0.6666666666666667,0.5,1.0,0.6218428845148929,0.7692307692307693,0.535410075444147,0.5526481318404831,1.0,1,4,3,0,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0.5365344467640918,0.5333333333333334,1.0,0.5505742569350661,0.0,0.0,0.7371737173717372,0.17391304347826086,0.0,0.5,1.0,0.07768681414387738,0.07645687645687646,0.03991238744220005,0.08164548999874198,1.0,1,2,2,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
0.4217118997912317,0.3333333333333333,0.0,0.2569226766444068,0.0,0.30845771144278605,0.7281728172817281,0.21739130434782608,0.0,1.0,0.3333333333333333,0.04894617662428149,0.048484848484848485,0.025310294475541492,0.05145301295760474,1.0,1,1,2,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True
0.4676409185803757,0.46666666666666673,1.0,0.5317420985467025,0.0,0.0,0.4995499549954995,0.9130434782608695,0.0,0.5,0.0,0.6073854729141265,0.3617715617715618,0.7554149428084692,0.5848534406843628,1.0,0,1,2,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
0.5031315240083507,0.5777777777777777,1.0,0.4157756495236208,0.0,0.0,1.0,0.21739130434782608,0.0,1.0,0.6666666666666666,0.7973349590663648,0.6573426573426573,0.686298369432952,0.7973329978613662,5.0,0,7,2,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
0.1336116910229645,0.13333333333333336,0.3333333333333333,0.3226431925464299,0.0,0.5293532338308458,1.0,0.9565217391304348,1.0,0.0,0.0,0.6575509493119666,0.5874125874125874,0.6132879045996592,0.6331614039501824,2.5,1,4,3,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.34655532359081415,0.4000000000000001,1.0,0.559977946551361,0.0,0.27363184079601993,1.0,0.43478260869565216,0.6666666666666667,1.0,0.6666666666666666,0.5838704058526389,0.34778554778554777,0.363105378437576,0.6560573657063782,1.0,1,1,3,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0.32359081419624214,0.35555555555555557,0.3333333333333333,0.405764870590859,0.0,0.8069651741293533,1.0,0.6956521739130435,0.6666666666666667,1.0,1.0,0.25857864483539456,0.15431235431235432,0.16110975906546604,0.2906025915209461,5.0,0,5,4,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.23799582463465552,0.24444444444444452,0.3333333333333333,0.6968889769925538,0.0,0.5114427860696518,0.4239423942394239,0.043478260869565216,0.6666666666666667,0.5,0.6666666666666666,0.6707019682982059,0.6536130536130537,0.6824044779751764,0.6164297395898856,1.0,1,2,3,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.3110647181628392,0.4000000000000001,0.0,0.6085450918687201,0.0,0.0,1.0,0.7391304347826086,0.0,0.0,0.3333333333333333,0.5634906810660164,0.5034965034965035,0.262837673399854,0.6105170461693294,5.0,1,7,4,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
0.3068893528183716,0.31111111111111117,0.3333333333333333,0.5580389776120328,0.0,0.5303482587064677,0.5571557155715572,0.6521739130434783,0.0,1.0,0.0,0.4615920571329037,0.4951048951048951,0.2584570455098564,0.4667253742609134,1.0,1,2,3,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0.12943632567849686,0.2,0.3333333333333333,0.3438851238338311,0.0,0.0,1.0,0.13043478260869565,0.0,0.5,0.3333333333333333,0.5234279742205191,0.2806526806526807,0.293015332197615,0.6049817587117876,1.0,0,4,4,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
0.6033402922755741,0.6666666666666667,1.0,0.4888617694795139,0.0,0.0,1.0,0.6956521739130435,0.0,0.5,0.3333333333333333,0.04554955582651106,0.057342657342657345,0.03991238744220005,0.04038243804252108,5.0,0,1,2,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
0.8997912317327765,0.7777777777777777,1.0,0.44740004708039594,0.0,0.6537313432835821,1.0,0.17391304347826086,0.6666666666666667,1.0,0.0,0.5417174708238983,0.5808857808857809,0.30323679727427594,0.5477418543212983,5.0,0,6,3,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0.4154488517745302,0.4000000000000001,0.0,0.513393133695935,0.0,0.48258706467661694,1.0,0.17391304347826086,0.0,0.0,1.0,0.5231666956976136,0.51002331002331,0.5324896568508153,0.48081519688011076,2.5,1,1,3,0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0.1649269311064718,0.1555555555555556,0.0,0.6308091633318053,0.0,0.0,0.49864986498649866,0.8260869565217391,0.0,1.0,0.6666666666666666,0.34750043546420484,0.372960372960373,0.19469457288878073,0.3513649515662348,1.0,1,5,2,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False
0.24217118997912315,0.3333333333333333,0.0,0.8080049062728433,0.0,0.0,0.783078307830783,0.043478260869565216,0.0,0.5,0.3333333333333333,0.8446263717122453,0.7543123543123543,0.787539547335118,0.8133098502956347,2.5,1,5,3,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
0.07724425887265135,0.08888888888888896,0.0,0.6458686952535527,0.0,0.0,0.39333933393339326,0.7391304347826086,0.6666666666666667,0.5,0.0,0.44905068803344367,0.2675990675990676,0.27938671209540034,0.5045917725500063,5.0,0,3,2,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.22129436325678495,0.24444444444444452,0.0,0.06494616728408065,0.0,0.49452736318407964,0.4581458145814581,1.0,0.0,1.0,0.6666666666666666,0.44434767462114616,0.2648018648018648,0.27646629350206864,0.4993080890678074,2.5,0,7,4,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
0.5615866388308977,0.5555555555555556,1.0,0.40126745381784834,0.0,0.3621890547263682,0.7416741674167417,0.6086956521739131,0.0,0.0,0.6666666666666666,0.49033269465249957,0.5258741258741259,0.5490386955463616,0.4248333123663354,1.0,1,1,2,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
0.5532359081419623,0.46666666666666673,0.3333333333333333,0.6325498990249403,0.0,0.0,1.0,0.7391304347826086,0.6666666666666667,1.0,1.0,0.4791848110085351,0.3212121212121212,0.0,0.6058623726254875,2.5,0,6,4,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.3402922755741127,0.31111111111111117,0.0,0.5000061947889436,0.0,0.35124378109452736,1.0,0.4782608695652174,0.6666666666666667,0.5,0.3333333333333333,0.6707019682982059,0.0,0.6824044779751764,0.7928041263051956,1.0,0,5,4,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.7411273486430062,0.6222222222222222,1.0,0.5205914784483293,0.0,0.0,1.0,0.8260869565217391,0.6666666666666667,1.0,0.3333333333333333,0.5460721128723219,0.29277389277389276,0.3056704794353857,0.6311485721474399,5.0,1,3,3,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.36534446764091855,0.3333333333333333,0.3333333333333333,0.427774955707259,0.0,0.0,1.0,0.21739130434782608,0.0,1.0,0.0,0.06261975265633166,0.03776223776223776,0.039425651009978094,0.07044911309598692,5.0,0,7,1,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True
0.4008350730688935,0.35555555555555557,0.3333333333333333,0.5033637703963426,0.0,0.0,0.6372637263726373,0.8260869565217391,0.0,0.0,0.0,0.6662602334088138,0.7142191142191142,0.3728401070820151,0.6736696439803749,1.0,0,4,4,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
0.8977035490605427,0.8888888888888888,1.0,0.5533743015375465,0.0,0.0,1.0,0.8260869565217391,0.6666666666666667,0.0,1.0,0.7115485107124194,0.7627039627039627,0.39815040155755654,0.7194615674927664,2.5,1,6,2,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.18997912317327764,0.17777777777777776,1.0,0.3967762318337814,0.0,0.0,1.0,0.17391304347826086,0.0,0.5,0.6666666666666666,0.06235847413342624,0.06153846153846154,0.032124604526648816,0.06554283557680211,1.0,0,1,1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
0.45302713987473897,0.4444444444444445,0.3333333333333333,0.6796860480963414,0.0,0.0,1.0,0.34782608695652173,0.0,1.0,0.3333333333333333,0.036578993206758406,0.020046620046620046,0.020929666585543925,0.04239526984526356,1.0,1,3,2,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True
0.4655532359081419,0.46666666666666673,0.0,0.4758093491754737,0.0,0.8796019900497513,0.5814581458145814,0.30434782608695654,0.6666666666666667,0.5,0.0,0.6132206932590141,0.5976689976689976,0.6239961061085422,0.5635929047678954,1.0,0,1,3,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0.40709812108559496,0.4444444444444445,0.3333333333333333,0.5948484135145515,0.0,0.47363184079601994,0.6435643564356435,0.21739130434782608,0.0,0.0,0.3333333333333333,0.022121581605991987,0.022377622377622378,0.023363348746653686,0.02025412001509624,2.5,1,7,2,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
0.045929018789144044,0.1555555555555556,0.3333333333333333,0.5223693828751255,0.0,0.7114427860696517,1.0,0.13043478260869565,0.0,0.5,0.6666666666666666,0.6862915868315624,0.7356643356643356,0.38403504502311997,0.6939237639954712,1.0,1,7,2,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False
0.9164926931106471,0.8222222222222222,0.0,0.4021409190588877,0.0,0.3592039800995025,0.504950495049505,0.5217391304347826,0.6666666666666667,1.0,1.0,0.490593973175405,0.0,0.30518374300316375,0.6301421562460687,2.5,0,7,3,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.1962421711899791,0.2888888888888889,0.3333333333333333,0.6079627817080272,0.0,0.0,1.0,0.8260869565217391,0.0,0.5,1.0,0.02003135342274865,0.013986013986013986,0.014602092966658554,0.0217637438671531,5.0,0,4,2,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
0.022964509394572022,0.4444444444444445,1.0,0.6422323541436943,0.0,0.56318407960199,0.5877587758775877,0.9565217391304348,0.0,0.0,0.3333333333333333,0.5721128723218951,0.3407925407925408,0.35580433195424677,0.6428481570008806,2.5,1,7,4,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.31524008350730687,0.3777777777777778,1.0,0.27089812050103457,0.0,0.9432835820895523,0.4734473447344735,0.5217391304347826,0.6666666666666667,0.5,0.3333333333333333,0.5471172269639436,0.5333333333333333,0.2784132392309564,0.5747892816706504,2.5,0,6,2,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0.32150313152400833,0.3333333333333333,0.0,0.22418941186673774,0.0,0.36716417910447763,1.0,0.6521739130434783,0.6666666666666667,1.0,0.3333333333333333,0.6042501306392615,0.7198135198135198,0.0,0.678953327462574,1.0,1,7,3,1,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0.5114822546972859,0.5555555555555556,0.3333333333333333,0.45523645509397503,0.0,0.6875621890547264,1.0,1.0,0.6666666666666667,0.0,1.0,0.384776171398711,0.34405594405594403,0.17960574348990022,0.4169077871430369,5.0,1,1,4,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.24843423799582462,0.2888888888888889,0.3333333333333333,0.34701968703926256,0.0,0.0,0.5544554455445545,0.5217391304347826,0.0,0.0,1.0,0.48946176624281484,0.2624708624708625,0.5480652226819177,0.49490501949930815,5.0,1,2,2,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
0.44885177453027136,0.5111111111111111,0.0,0.876859985380298,0.0,0.0,0.5589558955895589,0.8695652173913043,0.6666666666666667,1.0,0.6666666666666666,0.5958892179062881,0.5324009324009324,0.2779265027987345,0.6456158007296515,5.0,1,1,3,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0.615866388308977,0.5111111111111111,1.0,0.7485782959374575,0.0,0.6208955223880597,1.0,0.6956521739130435,0.6666666666666667,0.0,0.0,0.5141090402368925,0.3062937062937063,0.31978583596982235,0.5776827273870927,2.5,1,7,4,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
0.5302713987473904,0.4444444444444445,0.0,0.5758304114578816,0.0,0.35522388059701493,1.0,0.2608695652173913,0.6666666666666667,1.0,0.6666666666666666,0.71607733844278,0.6396270396270396,0.3339011925042589,0.7758208579695559,1.0,0,6,2,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.22338204592901878,0.26666666666666666,0.0,0.499231846171001,0.0,0.4318407960199005,0.17911791179117909,0.5217391304347826,0.0,0.0,0.3333333333333333,0.7803518550775126,0.6433566433566433,0.6716962764662935,0.7803497295257266,2.5,0,2,2,1,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False
0.9979123173277661,1.0,0.0,0.24883847707308615,0.0,0.5930348258706468,1.0,0.7391304347826086,0.6666666666666667,0.5,0.3333333333333333,0.2946350809963421,0.0,0.18349963494767582,0.3785381809032583,2.5,0,5,2,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
0.267223382045929,0.24444444444444452,0.3333333333333333,0.3890327456543555,0.0,0.43084577114427863,0.4041404140414041,0.34782608695652173,0.0,0.0,1.0,0.5959763107472565,0.5808857808857809,0.30323679727427594,0.6261164926405838,1.0,1,6,3,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.7056367432150312,0.6666666666666667,0.3333333333333333,0.5239242748999541,0.0,0.0,0.5364536453645364,0.5652173913043478,0.0,0.0,0.3333333333333333,0.036578993206758406,0.04009324009324009,0.04185933317108785,0.031576298905522715,5.0,1,6,2,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
0.5657620041753653,0.5111111111111111,0.0,0.4163889336290313,0.0,0.5592039800995025,0.54995499549955,0.5217391304347826,0.3333333333333333,1.0,1.0,0.5940602682459502,0.579020979020979,0.30226332440983206,0.6241036608378413,1.0,0,5,3,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0.4634655532359081,0.4888888888888889,1.0,0.3854397680671019,0.0,0.3761194029850746,0.5472547254725473,0.30434782608695654,0.0,0.0,0.6666666666666666,0.5329210938860826,0.3174825174825175,0.33146751034314914,0.5988174613158888,1.0,0,6,4,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0.4154488517745302,0.4888888888888889,0.3333333333333333,0.28650898863875707,0.0,0.0,1.0,0.43478260869565216,0.0,0.5,0.6666666666666666,0.2612785229054172,0.14032634032634034,0.0,0.3399169706881369,2.5,0,5,2,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
